,Unnamed: 0,Region,Date,Estimated_fire_area,Mean_estimated_fire_brightness,Mean_estimated_fire_radiative_power,Mean_confidence,Std_confidence,Var_confidence,Count,Replaced,Year,Month
1811,1811,NSW,2009-12-17,13.7475,304.59375,25.9625,81.5,3.77964473,14.28571429,8,R,2009,12
1812,1812,NSW,2009-12-18,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2009,12
1813,1813,NSW,2009-12-19,4.94,338.05,202.95,97.5,3.5355339060000004,12.5,2,R,2009,12
1814,1814,NSW,2009-12-20,10.35,333.2833333000001,250.5,97.66666667,4.041451884,16.33333333,3,R,2009,12
1815,1815,NSW,2009-12-21,3.96,321.3,44.63333333,86.33333333,11.06044002,122.3333333,3,R,2009,12
1816,1816,NSW,2009-12-22,113.8722222,328.9013889,416.775,96.22222222,6.990242632999999,48.86349206,36,R,2009,12
1817,1817,NSW,2009-12-23,11.3,338.01363639999994,54.27272727,92.09090909,8.005679802000001,64.09090909,11,R,2009,12
1818,1818,NSW,2009-12-24,6.043333333,317.8666667,24.43333333,77.33333333,1.527525232,2.333333333,3,R,2009,12
1819,1819,NSW,2009-12-25,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2009,12
1820,1820,NSW,2009-12-26,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2009,12
1821,1821,NSW,2009-12-27,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2009,12
1822,1822,NSW,2009-12-28,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2009,12
1823,1823,NSW,2009-12-29,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2009,12
1824,1824,NSW,2009-12-30,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2009,12
1825,1825,NSW,2009-12-31,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2009,12
1826,1826,NSW,2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,1
1827,1827,NSW,2010-01-02,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,1
1828,1828,NSW,2010-01-03,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,1
1829,1829,NSW,2010-01-04,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,1
1830,1830,NSW,2010-01-05,5.375,332.325,155.825,95.5,5.446711546,29.66666667,4,R,2010,1
1831,1831,NSW,2010-01-06,23.04,319.55,219.74,88.8,8.791409949,77.28888889,10,R,2010,1
1832,1832,NSW,2010-01-07,1.8,321.65,90.6,93.0,0.0,0.0,1,R,2010,1
1833,1833,NSW,2010-01-08,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,1
1834,1834,NSW,2010-01-09,10.41333333,314.4166667,58.86666667,90.16666667,5.776388722,33.36666667,6,R,2010,1
1835,1835,NSW,2010-01-10,2.0,334.575,45.65,94.0,1.4142135619999998,2.0,2,R,2010,1
1836,1836,NSW,2010-01-11,15.1925,315.225,107.475,80.75,2.5,6.25,4,R,2010,1
1837,1837,NSW,2010-01-12,6.405,318.5166667,35.45,86.5,9.224966125,85.1,6,R,2010,1
1838,1838,NSW,2010-01-13,1.0,314.65,20.3,78.0,0.0,0.0,1,R,2010,1
1839,1839,NSW,2010-01-14,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,1
1840,1840,NSW,2010-01-15,4.29,332.4,61.66666667,92.33333333,5.507570547,30.33333333,3,R,2010,1
1841,1841,NSW,2010-01-16,8.375,323.15,40.7,84.0,4.966554809,24.66666667,4,R,2010,1
1842,1842,NSW,2010-01-17,2.2,325.475,38.15,86.0,14.14213562,200.0,2,R,2010,1
1843,1843,NSW,2010-01-18,6.3,313.85,62.7,77.0,0.0,0.0,1,R,2010,1
1844,1844,NSW,2010-01-19,8.486666667,322.25,39.2,85.5,5.319774431,28.3,6,R,2010,1
1845,1845,NSW,2010-01-20,10.004,324.64,77.38,83.4,9.316651758999999,86.8,5,R,2010,1
1846,1846,NSW,2010-01-21,1.1,302.55,11.9,83.0,0.0,0.0,1,R,2010,1
1847,1847,NSW,2010-01-22,8.58,324.5583333,34.75,85.66666667,2.804757862,7.866666667,6,R,2010,1
1848,1848,NSW,2010-01-23,6.4066666670000005,304.8083333,13.8,87.66666667,8.382521498,70.26666667,6,R,2010,1
1849,1849,NSW,2010-01-24,4.62,323.15,33.225,84.5,8.103497187,65.66666667,4,R,2010,1
1850,1850,NSW,2010-01-25,2.31,302.275,15.0,89.5,13.43502884,180.5,2,R,2010,1
1851,1851,NSW,2010-01-26,18.72,321.8,33.38,80.9,3.63470922,13.21111111,10,R,2010,1
1852,1852,NSW,2010-01-27,3.36,334.325,217.0,97.0,4.242640687,18.0,2,R,2010,1
1853,1853,NSW,2010-01-28,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,1
1854,1854,NSW,2010-01-29,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,1
1855,1855,NSW,2010-01-30,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,1
1856,1856,NSW,2010-01-31,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,1
1857,1857,NSW,2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,2
1858,1858,NSW,2010-02-02,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,2
1859,1859,NSW,2010-02-03,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,2
1860,1860,NSW,2010-02-04,1.0,308.6,17.3,77.0,0.0,0.0,1,R,2010,2
1861,1861,NSW,2010-02-05,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,2
1862,1862,NSW,2010-02-06,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,2
1863,1863,NSW,2010-02-07,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,2
1864,1864,NSW,2010-02-08,7.84,313.4,32.475,85.25,9.215023965,84.91666667,4,R,2010,2
1865,1865,NSW,2010-02-09,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,2
1866,1866,NSW,2010-02-10,1.0,300.3,9.7,77.0,0.0,0.0,1,R,2010,2
1867,1867,NSW,2010-02-11,1.8,328.3,70.2,91.0,0.0,0.0,1,R,2010,2
1868,1868,NSW,2010-02-12,1.0,317.4,18.8,77.0,0.0,0.0,1,R,2010,2
1869,1869,NSW,2010-02-13,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,2
1870,1870,NSW,2010-02-14,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,2
1871,1871,NSW,2010-02-15,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,2
1872,1872,NSW,2010-02-16,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,2
1873,1873,NSW,2010-02-17,1.0,301.9,15.8,92.0,0.0,0.0,1,R,2010,2
1874,1874,NSW,2010-02-18,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,2
1875,1875,NSW,2010-02-19,1.68,328.15,29.3,80.0,0.0,0.0,1,R,2010,2
1876,1876,NSW,2010-02-20,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,2
1877,1877,NSW,2010-02-21,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,2
1878,1878,NSW,2010-02-22,2.75,306.625,24.1,87.0,11.3137085,128.0,2,R,2010,2
1879,1879,NSW,2010-02-23,14.28,316.7611111,80.42222222,91.11111111,6.918172527,47.86111111,9,R,2010,2
1880,1880,NSW,2010-02-24,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,2
1881,1881,NSW,2010-02-25,1.0,320.15,27.0,85.0,0.0,0.0,1,R,2010,2
1882,1882,NSW,2010-02-26,3.85,311.5166667,35.03333333,86.66666667,11.71893055,137.33333330000002,3,R,2010,2
1883,1883,NSW,2010-02-27,2.0,326.15,61.3,88.0,16.97056275,288.0,2,R,2010,2
1884,1884,NSW,2010-02-28,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,2
1885,1885,NSW,2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,3
1886,1886,NSW,2010-03-02,3.96,322.3166667,19.2,78.66666667,2.516611478,6.333333333,3,R,2010,3
1887,1887,NSW,2010-03-03,3.45,321.35,147.0,91.0,0.0,0.0,1,R,2010,3
1888,1888,NSW,2010-03-04,2.2,316.275,15.9,78.5,2.121320344,4.5,2,R,2010,3
1889,1889,NSW,2010-03-05,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,3
1890,1890,NSW,2010-03-06,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,3
1891,1891,NSW,2010-03-07,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,3
1892,1892,NSW,2010-03-08,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,3
1893,1893,NSW,2010-03-09,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,3
1894,1894,NSW,2010-03-10,10.2,318.55,195.05,91.0,1.4142135619999998,2.0,2,R,2010,3
1895,1895,NSW,2010-03-11,5.72,317.48,41.86,88.0,7.516648189,56.5,5,R,2010,3
1896,1896,NSW,2010-03-12,1.0,303.65,15.4,94.0,0.0,0.0,1,R,2010,3
1897,1897,NSW,2010-03-13,1.0,314.15,15.7,80.0,0.0,0.0,1,R,2010,3
1898,1898,NSW,2010-03-14,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,3
1899,1899,NSW,2010-03-15,16.75,315.94375,93.55,95.125,7.120142454,50.69642857,8,R,2010,3
1900,1900,NSW,2010-03-16,34.546875,315.140625,68.91875,87.625,8.349650691,69.71666667,16,R,2010,3
1901,1901,NSW,2010-03-17,55.62,319.5854167,92.1,86.20833333,8.490297105,72.08514493,24,R,2010,3
1902,1902,NSW,2010-03-18,21.64705882,323.67352939999995,43.74117647,85.47058824,8.239520974,67.88970588,17,R,2010,3
1903,1903,NSW,2010-03-19,20.0075,314.15,55.4,82.25,4.334248988,18.78571429,8,R,2010,3
1904,1904,NSW,2010-03-20,21.0105,326.77,72.905,91.3,8.079213094,65.27368421,20,R,2010,3
1905,1905,NSW,2010-03-21,1.43,296.6,16.8,76.0,0.0,0.0,1,R,2010,3
1906,1906,NSW,2010-03-22,27.03391304,322.45,47.80869565,86.73913043,7.770675595,60.38339921,23,R,2010,3
1907,1907,NSW,2010-03-23,51.52736842,314.6394737,91.35263158,85.26315789,7.730474366,59.76023392,19,R,2010,3
1908,1908,NSW,2010-03-24,78.41921569,321.327451,77.19411765,87.78431373,7.897629329,62.37254902,51,R,2010,3
1909,1909,NSW,2010-03-25,81.50571429,317.9988095,61.47619048,85.66666667,6.543164993,42.81300813,42,R,2010,3
1910,1910,NSW,2010-03-26,36.21944444,313.76944439999994,65.24444444,86.77777778,7.174756036000002,51.47712418,18,R,2010,3
1911,1911,NSW,2010-03-27,16.81571429,317.5214286000001,30.62142857,85.0,5.406548736,29.23076923,14,R,2010,3
1912,1912,NSW,2010-03-28,1.68,320.5,37.1,83.0,0.0,0.0,1,R,2010,3
1913,1913,NSW,2010-03-29,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,3
1914,1914,NSW,2010-03-30,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,3
1915,1915,NSW,2010-03-31,4.646666667,312.85,33.26666667,80.66666667,5.686240702999999,32.33333333,3,R,2010,3
1916,1916,NSW,2010-04-01,16.005,317.65,71.7125,85.375,7.029275516,49.41071429,8,R,2010,4
1917,1917,NSW,2010-04-02,6.67,314.3625,43.85,82.75,6.551081336,42.91666667,4,R,2010,4
1918,1918,NSW,2010-04-03,8.03,318.3916667,91.78333333,86.66666667,8.891943919,79.06666667,6,R,2010,4
1919,1919,NSW,2010-04-04,14.455,313.7375,104.075,86.0,5.715476066,32.66666667,4,R,2010,4
1920,1920,NSW,2010-04-05,49.6,321.127551,43.11224489999999,86.51020408,8.34945719,69.71343537,49,R,2010,4
1921,1921,NSW,2010-04-06,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,4
1922,1922,NSW,2010-04-07,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,4
1923,1923,NSW,2010-04-08,7.866666667,315.5,126.76666670000002,91.33333333,10.26320288,105.3333333,3,R,2010,4
1924,1924,NSW,2010-04-09,2.64,308.8,37.35,85.5,10.60660172,112.5,2,R,2010,4
1925,1925,NSW,2010-04-10,13.6,317.5722222,80.17777778,90.44444444,8.42779792,71.02777778,9,R,2010,4
1926,1926,NSW,2010-04-11,11.7,353.73,911.38,96.8,7.155417527999999,51.2,5,R,2010,4
1927,1927,NSW,2010-04-12,27.58636364,312.7068182,38.69090909,86.0,6.384505052000001,40.76190476,22,R,2010,4
1928,1928,NSW,2010-04-13,35.746875,310.0,59.24375,83.625,7.347335117999999,53.98333333,16,R,2010,4
1929,1929,NSW,2010-04-14,51.93391304,318.0532609,45.85,87.89130435,7.321894900000001,53.61014493,46,R,2010,4
1930,1930,NSW,2010-04-15,33.45,316.5111111,113.4222222,85.44444444,7.264831572999999,52.77777778,9,R,2010,4
1931,1931,NSW,2010-04-16,50.508,314.784,56.032,84.32,7.608766872999999,57.89333333,25,R,2010,4
1932,1932,NSW,2010-04-17,15.96375,320.74375,100.8,86.875,10.04898716,100.9821429,8,R,2010,4
1933,1933,NSW,2010-04-18,9.028,315.32,53.82,85.0,8.860022573,78.5,5,R,2010,4
1934,1934,NSW,2010-04-19,16.28,312.2541667,31.74166667,79.5,3.397860289,11.54545455,12,R,2010,4
1935,1935,NSW,2010-04-20,25.43090909,312.4681818,53.17272727,83.36363636,6.561596258,43.05454545,11,R,2010,4
1936,1936,NSW,2010-04-21,23.62181818,319.3318182,50.5,85.95454545,8.02660619,64.42640693,22,R,2010,4
1937,1937,NSW,2010-04-22,47.19142857,313.0571429,86.36428571,86.07142857,5.810657128,33.76373626,14,R,2010,4
1938,1938,NSW,2010-04-23,53.22666667,320.2854167,50.21458333,88.1875,7.088066837,50.24069149,48,R,2010,4
1939,1939,NSW,2010-04-24,1.43,305.3,34.5,84.0,0.0,0.0,1,R,2010,4
1940,1940,NSW,2010-04-25,1.92,298.2,33.3,90.0,0.0,0.0,1,R,2010,4
1941,1941,NSW,2010-04-26,6.44,313.0375,46.2,86.5,7.325753659,53.66666667,4,R,2010,4
1942,1942,NSW,2010-04-27,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,4
1943,1943,NSW,2010-04-28,25.64888889,308.1083333,33.36666667,82.33333333,6.633249581,44.0,18,R,2010,4
1944,1944,NSW,2010-04-29,35.27333333,308.7,67.47777778,87.33333333,7.30833529,53.41176471,18,R,2010,4
1945,1945,NSW,2010-04-30,44.44609756,316.4817073000001,45.59268293,86.6097561,8.254932007,68.14390244,41,R,2010,4
1946,1946,NSW,2010-05-01,35.909,309.93,77.19,84.4,6.7197883560000005,45.15555556,10,R,2010,5
1947,1947,NSW,2010-05-02,36.82037037,313.7518519,41.70740741,84.88888889,6.835052942000001,46.71794872,27,R,2010,5
1948,1948,NSW,2010-05-03,93.16666667,315.2555556000001,69.17111111,85.66666667,7.437619365,55.31818182,45,R,2010,5
1949,1949,NSW,2010-05-04,85.71157895,318.5526316,103.45,88.15789474,8.168913771,66.7311522,38,R,2010,5
1950,1950,NSW,2010-05-05,8.58,314.7416667,53.0,85.66666667,11.36075115,129.0666667,6,R,2010,5
1951,1951,NSW,2010-05-06,6.76,312.95,63.3,86.0,3.464101615,12.0,3,R,2010,5
1952,1952,NSW,2010-05-07,23.52,313.9975,70.24,90.6,6.824105878999998,46.56842105,20,R,2010,5
1953,1953,NSW,2010-05-08,21.25,312.225,142.7,86.25,2.753785274,7.583333333,4,R,2010,5
1954,1954,NSW,2010-05-09,8.238571429,313.9928571000001,30.9,83.14285714,6.568322247,43.14285714,7,R,2010,5
1955,1955,NSW,2010-05-10,73.82444444,309.9638889,132.49444440000002,84.55555556,6.070393167000001,36.84967320000001,18,R,2010,5
1956,1956,NSW,2010-05-11,71.73955556,322.79555560000006,104.5311111,89.44444444,9.233229405,85.25252525,45,R,2010,5
1957,1957,NSW,2010-05-12,19.20461538,305.9230769,32.34615385,80.84615385,5.942027626000002,35.30769231,13,R,2010,5
1958,1958,NSW,2010-05-13,52.7325,306.1575,58.57,84.25,7.261107644,52.72368421,20,R,2010,5
1959,1959,NSW,2010-05-14,34.03777778,313.962963,64.88518519,88.0,8.236877676,67.84615385,27,R,2010,5
1960,1960,NSW,2010-05-15,32.09538462,305.0230769,73.91538462,86.0,9.755340418,95.16666667,13,R,2010,5
1961,1961,NSW,2010-05-16,4.0,307.0125,23.9,83.5,2.081665999,4.333333333,4,R,2010,5
1962,1962,NSW,2010-05-17,2.205,304.625,31.85,89.0,15.55634919,242.0,2,R,2010,5
1963,1963,NSW,2010-05-18,18.30615385,309.8192308,37.9,83.07692308,5.7222014770000005,32.74358974,13,R,2010,5
1964,1964,NSW,2010-05-19,19.05454545,317.7454545,127.3727273,89.54545455,8.824552525,77.87272727,11,R,2010,5
1965,1965,NSW,2010-05-20,5.04,302.975,69.025,91.5,8.386497084,70.33333333,4,R,2010,5
1966,1966,NSW,2010-05-21,15.05833333,317.6791667,56.975,89.5,7.391641471,54.63636364,12,R,2010,5
1967,1967,NSW,2010-05-22,15.58,307.025,118.95,80.5,0.7071067809999999,0.5,2,R,2010,5
1968,1968,NSW,2010-05-23,14.2,312.975,32.52857143,86.35714286,6.258620429,39.17032967,14,R,2010,5
1969,1969,NSW,2010-05-24,1.0,296.2,14.4,82.0,0.0,0.0,1,R,2010,5
1970,1970,NSW,2010-05-25,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,5
1971,1971,NSW,2010-05-26,4.125,303.05,65.45,92.0,11.3137085,128.0,2,R,2010,5
1972,1972,NSW,2010-05-27,3.36,295.1,24.9,79.0,4.242640687,18.0,2,R,2010,5
1973,1973,NSW,2010-05-28,6.9,308.325,101.75,82.5,4.949747468,24.5,2,R,2010,5
1974,1974,NSW,2010-05-29,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,5
1975,1975,NSW,2010-05-30,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,5
1976,1976,NSW,2010-05-31,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,5
1977,1977,NSW,2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,6
1978,1978,NSW,2010-06-02,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,6
1979,1979,NSW,2010-06-03,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,6
1980,1980,NSW,2010-06-04,12.0,308.9416667,64.1,84.16666667,7.884584115,62.16666667,6,R,2010,6
1981,1981,NSW,2010-06-05,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,6
1982,1982,NSW,2010-06-06,5.72,315.5,85.1,91.75,8.261355821,68.25,4,R,2010,6
1983,1983,NSW,2010-06-07,18.98333333,312.0083333,166.18333330000004,89.5,9.418067742,88.7,6,R,2010,6
1984,1984,NSW,2010-06-08,1.0,294.2,14.3,81.0,0.0,0.0,1,R,2010,6
1985,1985,NSW,2010-06-09,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,6
1986,1986,NSW,2010-06-10,2.0,306.45,25.75,81.0,2.828427125,8.0,2,R,2010,6
1987,1987,NSW,2010-06-11,1.43,315.05,88.3,95.0,0.0,0.0,1,R,2010,6
1988,1988,NSW,2010-06-12,3.96,306.3166667,32.7,82.66666667,6.110100927,37.33333333,3,R,2010,6
1989,1989,NSW,2010-06-13,2.0,302.975,19.5,79.5,2.121320344,4.5,2,R,2010,6
1990,1990,NSW,2010-06-14,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,6
1991,1991,NSW,2010-06-15,16.12,317.8454545,183.1363636,86.09090909,9.278518691,86.09090909,11,R,2010,6
1992,1992,NSW,2010-06-16,4.18,298.2,27.23333333,88.66666667,8.386497084,70.33333333,3,R,2010,6
1993,1993,NSW,2010-06-17,2.0,310.625,37.4,84.5,10.60660172,112.5,2,R,2010,6
1994,1994,NSW,2010-06-18,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,6
1995,1995,NSW,2010-06-19,3.0,309.6666667,28.0,86.0,1.0,1.0,3,R,2010,6
1996,1996,NSW,2010-06-20,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,6
1997,1997,NSW,2010-06-21,2.1,302.3,17.85,78.0,1.4142135619999998,2.0,2,R,2010,6
1998,1998,NSW,2010-06-22,1.0,300.9,14.7,77.0,0.0,0.0,1,R,2010,6
1999,1999,NSW,2010-06-23,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,6
2000,2000,NSW,2010-06-24,7.3,309.5571429,34.31428571,85.85714286,5.899959645,34.80952381,7,R,2010,6
2001,2001,NSW,2010-06-25,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,6
2002,2002,NSW,2010-06-26,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,6
2003,2003,NSW,2010-06-27,1.21,294.95,18.4,86.0,0.0,0.0,1,R,2010,6
2004,2004,NSW,2010-06-28,4.935,309.45,59.575,83.5,11.35781669,129.0,4,R,2010,6
2005,2005,NSW,2010-06-29,10.005,305.65,59.0,85.16666667,8.471520918,71.76666667,6,R,2010,6
2006,2006,NSW,2010-06-30,5.4,307.9166667,38.4,83.0,4.0,16.0,3,R,2010,6
2007,2007,NSW,2010-07-01,2.75,324.275,135.9,100.0,0.0,0.0,2,R,2010,7
2008,2008,NSW,2010-07-02,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2009,2009,NSW,2010-07-03,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2010,2010,NSW,2010-07-04,6.84,299.0,115.6,76.0,0.0,0.0,1,R,2010,7
2011,2011,NSW,2010-07-05,2.415,299.075,22.6,78.0,0.0,0.0,2,R,2010,7
2012,2012,NSW,2010-07-06,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2013,2013,NSW,2010-07-07,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2014,2014,NSW,2010-07-08,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2015,2015,NSW,2010-07-09,1.0,303.5,27.4,100.0,0.0,0.0,1,R,2010,7
2016,2016,NSW,2010-07-10,1.43,306.65,19.8,76.0,0.0,0.0,1,R,2010,7
2017,2017,NSW,2010-07-11,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2018,2018,NSW,2010-07-12,6.2016666670000005,321.6916667,129.7333333,87.5,10.11434625,102.3,6,R,2010,7
2019,2019,NSW,2010-07-13,1.68,302.9,23.1,77.0,0.0,0.0,1,R,2010,7
2020,2020,NSW,2010-07-14,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2021,2021,NSW,2010-07-15,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2022,2022,NSW,2010-07-16,1.68,299.95,23.7,76.0,0.0,0.0,1,R,2010,7
2023,2023,NSW,2010-07-17,3.08,304.05,43.1,77.0,0.0,0.0,1,R,2010,7
2024,2024,NSW,2010-07-18,1.0,296.65,14.0,83.0,0.0,0.0,1,R,2010,7
2025,2025,NSW,2010-07-19,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2026,2026,NSW,2010-07-20,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2027,2027,NSW,2010-07-21,3.1,307.9166667,34.1,84.33333333,8.736894948,76.33333333,3,R,2010,7
2028,2028,NSW,2010-07-22,1.32,306.9,40.0,85.0,0.0,0.0,1,R,2010,7
2029,2029,NSW,2010-07-23,2.75,298.125,21.7,80.0,4.242640687,18.0,2,R,2010,7
2030,2030,NSW,2010-07-24,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2031,2031,NSW,2010-07-25,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2032,2032,NSW,2010-07-26,4.4075,311.6125,38.3,87.0,6.733003292,45.33333333,4,R,2010,7
2033,2033,NSW,2010-07-27,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2034,2034,NSW,2010-07-28,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2035,2035,NSW,2010-07-29,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2036,2036,NSW,2010-07-30,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2037,2037,NSW,2010-07-31,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,7
2038,2038,NSW,2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,8
2039,2039,NSW,2010-08-02,1.0,340.2,177.8,94.0,0.0,0.0,1,R,2010,8
2040,2040,NSW,2010-08-03,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,8
2041,2041,NSW,2010-08-04,6.37,307.85,48.7,82.66666667,5.686240702999999,32.33333333,3,R,2010,8
2042,2042,NSW,2010-08-05,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,8
2043,2043,NSW,2010-08-06,2.2,302.625,18.2,77.5,2.121320344,4.5,2,R,2010,8
2044,2044,NSW,2010-08-07,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,8
2045,2045,NSW,2010-08-08,2.64,312.025,36.65,87.0,2.828427125,8.0,2,R,2010,8
2046,2046,NSW,2010-08-09,4.94,309.225,50.95,82.5,2.121320344,4.5,2,R,2010,8
2047,2047,NSW,2010-08-10,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,8
2048,2048,NSW,2010-08-11,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,8
2049,2049,NSW,2010-08-12,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,8
2050,2050,NSW,2010-08-13,1.68,308.85,34.9,83.0,0.0,0.0,1,R,2010,8
2051,2051,NSW,2010-08-14,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,8
2052,2052,NSW,2010-08-15,4.0,308.5375,19.6,81.25,4.787135538999999,22.91666667,4,R,2010,8
2053,2053,NSW,2010-08-16,1.43,312.4,44.2,88.0,0.0,0.0,1,R,2010,8
2054,2054,NSW,2010-08-17,6.82,307.2,28.23333333,81.16666667,7.413950814,54.96666667,6,R,2010,8
2055,2055,NSW,2010-08-18,4.533333333,309.5333333000001,36.26666667,84.66666667,5.773502692,33.33333333,3,R,2010,8
2056,2056,NSW,2010-08-19,5.88,320.95,183.9,94.5,7.778174592999999,60.5,2,R,2010,8
2057,2057,NSW,2010-08-20,4.945,316.675,95.15,85.25,10.17758976,103.5833333,4,R,2010,8
2058,2058,NSW,2010-08-21,10.395,294.4625,48.35,88.75,8.015609771,64.25,4,R,2010,8
2059,2059,NSW,2010-08-22,10.43666667,309.4722222000001,29.04444444,82.66666667,6.92820323,48.0,9,R,2010,8
2060,2060,NSW,2010-08-23,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,8
2061,2061,NSW,2010-08-24,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,8
2062,2062,NSW,2010-08-25,3.3,311.7666667,35.73333333,86.66666667,7.571877794,57.33333333,3,R,2010,8
2063,2063,NSW,2010-08-26,4.42,309.0833333,38.76666667,82.33333333,8.504900548,72.33333333,3,R,2010,8
2064,2064,NSW,2010-08-27,0.0,0.0,0.0,0.0,0.0,0.0,1,N,2010,8
2065,2065,NSW,2010-08-28,13.92,306.7666667,117.26666670000002,83.66666667,5.131601439,26.33333333,3,R,2010,8
2066,2066,NSW,2010-08-29,8.91,308.37857139999994,21.88571429,80.14285714,3.436498772,11.80952381,7,R,2010,8
2067,2067,NSW,2010-08-30,15.9,311.0625,96.95,83.25,4.5,20.25,4,R,2010,8
2068,2068,NSW,2010-08-31,25.41666667,315.23125,47.54583333,86.45833333,7.210976938,51.99818841,24,R,2010,8
