Date,Estimated_fire_area,Mean_estimated_fire_brightness,Mean_estimated_fire_radiative_power,Mean_confidence,Region
2017-03-17,27.41052632,331.2631579,70.68421053,91.73684211,NT
2017-03-18,54.57,325.8892857,118.7071429,84.07142857,NT
2017-03-19,29.48736842,332.0131579,140.8421053,91.57894737,NT
2017-03-20,72.26333333,324.2854167,103.9666667,89.91666667,NT
2017-03-21,5.28,320.7166667,56.26666667,87.66666667,NT
2017-03-22,71.5625,331.425,315.43125,97.1875,NT
2017-03-23,23.92666667,330.5333333000001,269.85,87.5,NT
2017-03-24,29.7705,342.2025,157.545,94.9,NT
2017-03-25,12.88,329.8666667,366.2,92.0,NT
2017-03-26,0.0,0.0,0.0,0.0,NT
2017-03-27,0.0,0.0,0.0,0.0,NT
2017-03-28,3.36,317.775,54.85,90.0,NT
2017-03-29,15.66,323.075,81.8,87.33333333,NT
2017-03-30,0.0,0.0,0.0,0.0,NT
2017-03-31,11.25,325.71875,37.4625,84.5,NT
2017-04-01,97.41666667,330.3268519,115.3796296,91.35185185,NT
2017-04-02,14.60454545,325.73636360000006,34.79090909,85.90909091,NT
2017-04-03,68.11032258,316.3677419,65.39354839,85.06451613,NT
2017-04-04,142.8,331.2604938,107.7987654,90.22222222,NT
2017-04-05,70.56727273,322.2136364,125.5181818,89.54545455,NT
2017-04-06,35.61875,320.45625,55.7375,82.125,NT
2017-04-07,31.7,332.8883333,65.21,91.63333333,NT
2017-04-08,92.88888889,322.8155556000001,110.7977778,89.95555556,NT
2017-04-09,50.55384615,319.25,71.37307692,87.03846154,NT
2017-04-10,73.43058824,313.6401961,55.14313725,88.58823529,NT
2017-04-11,31.3024,327.014,70.888,91.0,NT
2017-04-12,22.62,310.56,95.32,78.8,NT
2017-04-13,15.55636364,321.9409091,43.18181818,85.18181818,NT
2017-04-14,6.4625,325.675,46.125,85.0,NT
2017-04-15,17.6,323.3722222,57.48888889,86.44444444,NT
2017-04-16,1.43,325.25,42.6,85.0,NT
2017-04-17,4.0,316.3,20.025,82.25,NT
2017-04-18,27.87555556,318.8,100.2333333,85.77777778,NT
2017-04-19,0.0,0.0,0.0,0.0,NT
2017-04-20,50.67931034,320.9051724,62.12068966,86.44827586,NT
2017-04-21,114.25625,327.2080357,90.75357143,88.58928571,NT
2017-04-22,128.3051389,320.9048611,87.4125,92.44444444,NT
2017-04-23,31.81263158,319.6605263,50.1,84.15789474,NT
2017-04-24,58.14,323.16785710000005,88.41071429,90.07142857,NT
2017-04-25,59.46521739,324.9467391,64.57391304,88.41304348,NT
2017-04-26,55.86666667,317.39285710000007,91.45238095,86.61904762,NT
2017-04-27,69.44869565,317.7608696000001,44.10217391,85.78260870000003,NT
2017-04-28,58.77142857,311.04285710000005,105.72857140000002,84.21428571,NT
2017-04-29,70.91195122,311.895122,31.52682927,82.09756098,NT
2017-04-30,28.34769231,316.8269231,43.75384615,81.30769231,NT
2017-05-01,56.87,315.92625,39.805,84.275,NT
2017-05-02,125.2382353,322.9313725,38.29509804,85.76470588,NT
2017-05-03,25.63764706,315.5264706000001,36.97647059,82.29411765,NT
2017-05-04,302.9501702,325.28191489999995,59.22680851,88.12765957,NT
2017-05-05,134.6334615,320.0586538,99.48076923,87.17307692,NT
2017-05-06,220.2440625,328.6057292,225.4770833,91.85416667,NT
2017-05-07,472.83853210000007,327.4568807,459.553211,91.81651376,NT
2017-05-08,442.25200930000005,324.0420561,109.7172897,88.63084112,NT
2017-05-09,268.6043836,323.6434932,70.81643836,87.71232877,NT
2017-05-10,826.6614,324.616125,133.77375,90.0325,NT
2017-05-11,1161.703759,325.3013112,130.9038462,88.72027972,NT
2017-05-12,354.0440708,315.1106195,92.20973451,87.26548673,NT
2017-05-13,297.4872781,321.0535503,66.05266272,86.40828402,NT
2017-05-14,140.4436364,318.3579545,75.27272727,83.0,NT
2017-05-15,472.6406107,324.7704198,87.14541985,87.90458015,NT
2017-05-16,233.4370642,326.6678899,94.91834862,89.36697248,NT
2017-05-17,193.4191304,315.80782610000006,48.39217391,86.70434783,NT
2017-05-18,143.7682243,329.5285047,95.37102804,90.51401869,NT
2017-05-19,286.6666667,319.8794118,144.7921569,89.36274509999998,NT
2017-05-20,235.24969700000003,325.2281818,68.2169697,88.28484848,NT
2017-05-21,106.95,317.80172410000006,106.9206897,83.31034483,NT
2017-05-22,136.6354688,321.8960938,97.9125,87.359375,NT
2017-05-23,190.5503448,317.8568966,93.79137931,86.96551724,NT
2017-05-24,516.7921659,321.7539171,83.41474654,86.40092166,NT
2017-05-25,153.738,323.0061111,69.76333333,86.94444444,NT
2017-05-26,458.8771292,321.2734450000001,102.5019139,87.24880383,NT
2017-05-27,299.5725957,325.1734043,60.46127660000001,86.82553191,NT
2017-05-28,38.46315789,315.3,46.86842105,82.0,NT
2017-05-29,419.5248846,319.8267308,68.54307692,87.46538462,NT
2017-05-30,188.4143902,314.554878,123.7512195,83.56097561,NT
2017-05-31,354.6321212,311.820202,60.34545455,87.22222222,NT
2017-06-01,174.29305259999995,322.0278947,86.98526316,89.14736842,NT
2017-06-02,134.715,313.2113636,38.00363636,86.08181818,NT
2017-06-03,136.1734615,318.8663462,49.68846154,85.16346154,NT
2017-06-04,46.87517241,310.5241379,35.62758621,83.13793103,NT
2017-06-05,141.54,321.7885593000001,50.85593220000001,86.77966102,NT
2017-06-06,244.2113115,312.7754098000001,117.6163934,86.21311475,NT
2017-06-07,552.1412571000002,322.2217143000001,79.63857143,88.18857143,NT
2017-06-08,262.2155556,316.3411111,82.38666667,84.74444444,NT
2017-06-09,154.4587156,314.7807339,65.18715596,87.40366972,NT
2017-06-10,143.99678569999998,317.4511905,81.78095238,86.57142857,NT
2017-06-11,285.45,312.4551829,49.34146341,84.79878049,NT
2017-06-12,232.631623,317.3460733,38.47853403,84.86387435,NT
2017-06-13,96.6125,313.3625,52.54791667,84.16666667,NT
2017-06-14,387.3003333,321.6641667,44.87333333,87.39,NT
2017-06-15,249.1024242,313.7106061,92.03030303,83.62121212,NT
2017-06-16,264.6989404,319.4715232,52.90860927,85.26490066,NT
2017-06-17,112.0091228,317.6473684,62.76491228,87.10526316,NT
2017-06-18,136.9565854,316.0829268,48.56463415,86.36585366,NT
2017-06-19,302.5997899,325.6945378,65.07016807,89.05462185,NT
2017-06-20,148.736,318.67,101.56,86.21538462,NT
2017-06-21,355.6929603000001,323.5427798,54.94079422,87.14440433,NT
2017-06-22,121.3636364,321.7556818,161.0454545,88.93181818,NT
2017-06-23,219.4491406,323.2792969,91.76796875,88.09375,NT
2017-06-24,99.23076923,324.4333333,124.06410259999998,87.76923077,NT
2017-06-25,159.4548148,320.0648148,63.8,86.20987654,NT
2017-06-26,155.95522219999995,323.8688889,79.57888889,88.08888889,NT
2017-06-27,103.6195082,315.4598361,61.91147541,87.63934426,NT
2017-06-28,106.5975,316.3820313,71.09375,85.140625,NT
2017-06-29,59.45333333,312.0314815,54.43703704,83.33333333,NT
2017-06-30,353.6488421,320.43473680000005,46.18561404,86.52280702,NT
2017-07-01,63.34380952,320.9928571000001,114.26666670000002,90.0952381,NT
2017-07-02,95.428125,314.9635417,65.14583333,85.70833333,NT
2017-07-03,46.01793103,333.3241379,147.13448280000003,93.48275862,NT
2017-07-04,32.05846154,316.73461539999994,51.07307692,89.80769231,NT
2017-07-05,28.7973913,320.0978261,43.32608696,87.56521739,NT
2017-07-06,49.55884615,314.2711538000001,50.92307692,87.5,NT
2017-07-07,59.31627907,326.027907,70.79767442,88.65116279,NT
2017-07-08,13.60384615,322.0461538,64.35384615,92.92307692,NT
2017-07-09,32.20809524,319.3095238,51.98571429,86.19047619,NT
2017-07-10,46.35,314.5535713999999,99.61428571,85.14285714,NT
2017-07-11,100.4881159,321.5630435,79.17826087,89.82608696,NT
2017-07-12,254.1207921,321.9222772,98.24950495,89.85148515,NT
2017-07-13,259.4837313,319.2694029999999,73.12761194,85.94776119,NT
2017-07-14,345.084,326.6793878000001,68.18408163,88.69387755,NT
2017-07-15,90.54933333,314.4966667,76.15,82.66666667,NT
2017-07-16,178.524,321.9137037,44.32074074,85.39259259,NT
2017-07-17,103.5517241,315.4051724,94.92758621,86.31034483,NT
2017-07-18,232.2242759,320.49034480000006,57.45793103,85.26206897,NT
2017-07-19,160.776,323.3161538,133.6261538,88.61538462,NT
2017-07-20,271.1654795,321.609589,83.7,88.63013699,NT
2017-07-21,266.09734380000003,323.5085938,89.57578125,87.8359375,NT
2017-07-22,108.8807018,314.0157895,61.1877193,87.78947368,NT
2017-07-23,252.6633862,322.6119048,55.91005291,86.0,NT
2017-07-24,286.4187342,313.9221519,105.9405063,85.84810127,NT
2017-07-25,380.7071111,326.4595556000001,150.2724444,89.03111111,NT
2017-07-26,155.81854840000003,326.2048387,132.1177419,89.4516129,NT
2017-07-27,277.790625,321.0961806,78.01666667,87.38888889,NT
2017-07-28,186.4445455,325.4784091,98.5125,88.30681818,NT
2017-07-29,207.5682051,321.3042735,88.77692308,87.37606838,NT
2017-07-30,128.572907,324.4534884,66.83837209,86.59302326,NT
2017-07-31,199.0539535,320.4494186,120.07906979999998,89.01162791,NT
2017-08-01,221.605,324.7007353,91.40147059,89.72794118,NT
2017-08-02,825.8433332999998,323.1757937,278.8537037,96.01322751,NT
2017-08-03,391.926,323.6958974,105.1107692,89.63589744,NT
2017-08-04,170.73539680000005,320.5952381,120.3571429,89.50793651,NT
2017-08-05,319.6286631,321.6262032,106.4278075,91.01069519,NT
2017-08-06,217.56,326.5067568,102.2774775,89.13513514,NT
2017-08-07,329.2542857,322.6775,110.29,89.71428571,NT
2017-08-08,265.804898,328.7806122,95.05782313,89.41496599,NT
2017-08-09,292.0524,330.904,161.8906667,91.86666667,NT
2017-08-10,634.0142400000002,329.5584,215.3908,92.76,NT
2017-08-11,160.1640449,327.2707865000001,130.1617978,90.24719101,NT
2017-08-12,277.1664,323.3376,92.796,88.208,NT
2017-08-13,266.8032787,325.0516393000001,85.26229508,87.51639344,NT
2017-08-14,307.6205357,322.1184524,95.4452381,90.05357143,NT
2017-08-15,517.6660714,330.5754464,152.85491069999995,91.04017857,NT
2017-08-16,494.9841509,331.0169811,142.59396230000004,92.34716981,NT
2017-08-17,370.1833333,331.8,118.6943662,92.68544601,NT
2017-08-18,295.77920530000006,322.5059603,91.23377483,89.76821192,NT
2017-08-19,234.1677852,322.5097315,54.97718121,88.17449664,NT
2017-08-20,469.6334807,328.9116022,177.6220994,91.29281768,NT
2017-08-21,671.5215951,327.0523006,128.109816,91.18711656,NT
2017-08-22,211.3271186,330.3245763000001,127.3194915,88.96610169,NT
2017-08-23,356.59921569999995,316.9866013,80.40653595,89.2745098,NT
2017-08-24,432.2646154,329.0720648,97.25668016,89.38461538,NT
2017-08-25,488.7313187,323.0436813,123.0087912,89.0,NT
2017-08-26,331.3302793000001,325.2164804,65.15921788,87.09497207,NT
2017-08-27,692.8562406000002,326.2302632,144.7308271,90.4924812,NT
2017-08-28,528.1255385,323.2286154,71.38861538,89.09538462,NT
2017-08-29,579.1537450000002,324.5436255,104.0677291,90.37450199,NT
2017-08-30,639.0862427999998,324.4858382,113.3517341,89.12427746,NT
2017-08-31,576.6202062000001,328.5757732,99.14432990000002,89.45360825,NT
2017-09-01,370.7567213,321.6521858,95.7442623,89.08743169,NT
2017-09-02,765.2118557,332.3282216,152.44226799999996,90.94072165,NT
2017-09-03,572.6575,329.9741228000001,174.8513158,91.43421053,NT
2017-09-04,421.7212174,330.7028261000001,141.8756522,90.75217391,NT
2017-09-05,512.9797826,327.1644022,171.898913,90.25,NT
2017-09-06,693.12375,324.0120427,108.2384146,89.3597561,NT
2017-09-07,515.2235714,329.2254202000001,110.4563025,89.72268908,NT
2017-09-08,368.0631193,323.8681193,73.70183486,88.12844037,NT
2017-09-09,664.7123562999999,328.4423851,89.73304598,89.23850575,NT
2017-09-10,629.1965853999999,326.4835366000001,152.75528459999995,91.19512195,NT
2017-09-11,664.0821053,329.9837719,111.8418129,90.26608187,NT
2017-09-12,356.8459119,329.7522013,117.6540881,89.97484277,NT
2017-09-13,681.8689582999998,330.4190104,149.19791669999995,91.73958333,NT
2017-09-14,477.52060610000007,327.02196969999994,123.1545455,88.88888889,NT
2017-09-15,349.6059259,324.2061728,69.34156379,88.53909465,NT
2017-09-16,729.8177082999998,329.3895833,120.3982639,89.69791667,NT
2017-09-17,854.0445032,325.4841438,128.24524309999998,92.65961945,NT
2017-09-18,1060.084194,330.9293548,136.4974194,91.29892473,NT
2017-09-19,561.7066,331.1674,176.7052,93.084,NT
2017-09-20,665.8794771,328.8661765,138.98529409999998,91.16993464,NT
2017-09-21,624.0979592,329.5711735,177.9454082,90.28571429,NT
2017-09-22,858.7106667000003,333.7460952,194.1984762,93.64190476,NT
2017-09-23,1073.699468,334.6124468000001,213.0131915,92.30425532,NT
2017-09-24,774.8555162,326.2004425,147.38377580000005,91.86430678,NT
2017-09-25,988.9267516,331.51326960000006,156.90212309999995,92.9596603,NT
2017-09-26,1168.893842,324.4128079,160.7916256,91.90640394,NT
2017-09-27,1075.998569,328.65966539999994,127.6390335,92.74907063,NT
2017-09-28,591.6956828,325.41651980000006,142.753304,91.44933921,NT
2017-09-29,517.9894521000001,327.1929795,129.8130137,91.29794521,NT
2017-09-30,609.3692718,328.9546117,185.3553398,92.87864078,NT
2017-10-01,96.48228571,324.2164286000001,49.72285714,88.15714286,NT
2017-10-02,76.31659091,327.1443182,84.15,89.88636364,NT
2017-10-03,177.7397753,327.7955056,145.61685390000005,90.96629213,NT
2017-10-04,108.5618841,326.9289855,62.59855072,87.56521739,NT
2017-10-05,58.41184211,325.6407895,57.94736842,87.86842105,NT
2017-10-06,255.8043066,323.819708,102.8014599,92.2919708,NT
2017-10-07,141.6968421,331.4901316,142.1552632,89.65789474,NT
2017-10-08,115.29075,323.29125,59.02,87.4875,NT
2017-10-09,53.04,324.91964289999993,69.44642857,87.5,NT
2017-10-10,125.3676056,321.8464789,78.36197183,86.88732394,NT
2017-10-11,122.23915490000002,328.4605634,84.88028169,89.53521127,NT
2017-10-12,95.96774194,320.9475806000001,57.45645161,87.80645161,NT
2017-10-13,158.74683169999997,324.56089110000005,77.58019802,88.86138614,NT
2017-10-14,150.1278082,323.74589039999995,65.70410959,88.67123288,NT
2017-10-15,216.18043480000003,333.533913,183.5495652,90.9826087,NT
2017-10-16,327.3916981000001,336.8419811,338.1660377,93.41509434,NT
2017-10-17,368.6019324,340.0072464,261.342029,93.4057971,NT
2017-10-18,233.7940141,339.8753521000001,174.1330986,93.67605634,NT
2017-10-19,161.40901409999995,321.2394366000001,94.44084507,89.80281690000002,NT
2017-10-20,177.54520549999995,326.7972603,147.7890411,89.73972603,NT
2017-10-21,288.9606742,320.8792135,139.9707865,90.33707865,NT
2017-10-22,208.29,324.0017857,72.95,91.91428571,NT
2017-10-23,556.7462419999998,329.0742038,155.9872611,90.49044586,NT
2017-10-24,814.1351417000002,332.0740891000001,138.0724696,93.25506073,NT
2017-10-25,1583.484924,334.9033477,268.0053996,94.76673866,NT
2017-10-26,815.3542238,333.9861011000001,138.3409747,93.57400722,NT
2017-10-27,1026.9875,331.7957813,206.359375,90.675,NT
2017-10-28,161.18761899999996,323.6587302,171.81428569999997,89.79365079,NT
2017-10-29,666.0621201,329.9070671,236.6636042,93.204947,NT
2017-10-30,1110.195354,321.557702,152.33484850000005,91.73989899,NT
2017-10-31,1489.709044,326.0504551,102.5514221,90.83162685,NT
2017-11-01,916.3112267,332.5809333,187.4509333,91.99733333,NT
2017-11-02,1463.659789,331.64513480000005,150.81606100000005,92.13364596,NT
2017-11-03,1208.440657,333.24859289999995,126.072045,90.84615385,NT
2017-11-04,1427.560109,329.2485675,127.64665759999998,92.84038199,NT
2017-11-05,2164.237945,329.9075342,169.43275219999995,92.21046077,NT
2017-11-06,873.6329167000001,330.6163889,152.45583330000005,91.11666667,NT
2017-11-07,201.3647826,324.723913,88.57217391,90.40869565,NT
2017-11-08,180.1817568,324.5425676000001,74.96351351,90.2972973,NT
2017-11-09,966.9640147,326.6189687,117.94235729999998,92.02762431,NT
2017-11-10,600.5533696,326.5834239,181.913587,91.97282609,NT
2017-11-11,368.4947727,324.0551136,150.6573864,91.28409091,NT
2017-11-12,176.8355556,325.38680560000006,138.6319444,91.59722222,NT
2017-11-13,38.885,324.5388889,89.31666667,89.38888889,NT
2017-11-14,31.43636364,326.625,86.72727273,90.22727273,NT
2017-11-15,77.80421053,309.5394737,94.68421053,88.89473684,NT
2017-11-16,92.30232558,328.3255814,183.5953488,93.11627907,NT
2017-11-17,56.55517241,330.4775862,166.04137930000005,89.44827586,NT
2017-11-18,123.3240909,332.944697,124.3333333,91.51515152,NT
2017-11-19,78.2325,330.3727273,80.07954545,91.95454545,NT
2017-11-20,179.1763095,326.0107143,115.0345238,89.89285714,NT
2017-11-21,310.9700971000001,328.1635922,198.2203883,91.30097087,NT
2017-11-22,192.7,331.42121210000005,162.580303,91.72727273,NT
2017-11-23,143.6485246,322.3475410000001,96.92459016,90.50819672,NT
2017-11-24,105.5825926,316.6666667,121.07037040000002,91.59259259,NT
2017-11-25,108.0724138,329.9189655,84.27816092,91.77011494,NT
2017-11-26,74.40761905,325.4380952,298.5809524,88.85714286,NT
2017-11-27,37.35,318.9928571000001,74.32857143,89.47619048,NT
2017-11-28,91.99166667,319.1614583,63.6625,90.875,NT
2017-11-29,175.99869569999996,327.5163043,122.7184783,91.11956522,NT
2017-11-30,138.18387099999998,323.4919355,86.23064516,88.5,NT
2017-12-01,78.22800000000002,326.78,51.925,87.475,NT
2017-12-02,210.3142857,320.37142860000006,85.52571429,90.62857143,NT
2017-12-03,256.7964706,331.3176471000001,240.6258824,90.82352941,NT
2017-12-04,509.1403922,326.2154902,103.6117647,90.19215686,NT
2017-12-05,354.17,335.6528061,95.62755102,92.47959184,NT
2017-12-06,629.4253369,323.2264151,88.25876011,92.606469,NT
2017-12-07,960.7614201,331.7785996,114.0128205,91.82642998,NT
2017-12-08,1105.688302,322.9824948000001,129.6157233,91.24947589,NT
2017-12-09,679.1621024,328.2009434,104.303504,90.69002695,NT
2017-12-10,1107.905292,328.1983077,186.8729231,91.44923077,NT
2017-12-11,870.2035832,325.3560329,81.20639854,92.54296161,NT
2017-12-12,473.2948969,334.0742268,150.02628869999995,90.53092784,NT
2017-12-13,519.7376398,326.097205,84.85031056,90.85093168,NT
2017-12-14,301.0461538,327.170979,112.9909091,90.23776224,NT
2017-12-15,169.209798,320.1984848,63.39292929,90.4040404,NT
2017-12-16,250.0894565,323.5516304,120.1358696,87.88043478,NT
2017-12-17,266.3224742,325.2376289,131.40515459999997,89.14432990000002,NT
2017-12-18,351.7980117,319.498538,111.2988304,92.6374269,NT
2017-12-19,443.4978616,328.691195,116.809434,92.44654088,NT
2017-12-20,317.8763819,328.4582915000001,91.96482412,92.1959799,NT
2017-12-21,190.3139241,333.7841772,150.3037975,90.72151899,NT
2017-12-22,261.4690909,327.7482517,105.7769231,92.21678322,NT
2017-12-23,168.2153846,334.05494510000005,122.4032967,91.94505495,NT
2017-12-24,172.8557971,323.8507246000001,80.35362319,89.8115942,NT
2017-12-25,98.4856,325.403,76.7,89.34,NT
2017-12-26,150.12648149999995,325.7583333,126.07037040000002,90.77777778,NT
2017-12-27,154.94226799999996,322.035567,65.61237113,89.60824742,NT
2017-12-28,51.21923077,317.8461538,139.2769231,86.76923077,NT
2017-12-29,61.88727273,323.1965909,65.08181818,85.54545455,NT
2017-12-30,71.33069767,325.7872093000001,56.45116279,89.44186047,NT
2017-12-31,37.96363636,314.9340909,38.68636364,87.90909091,NT
2018-01-01,145.1209375,322.6484375,123.6625,91.515625,NT
2018-01-02,118.125,319.3306818,79.60681818,86.59090909,NT
2018-01-03,23.57846154,318.5807692,66.17692308,89.07692308,NT
2018-01-04,54.665,339.30625,444.49375,96.4375,NT
2018-01-05,54.24052632,331.9026316,122.1157895,88.36842105,NT
2018-01-06,54.90666667,318.9952381,110.4761905,94.23809524,NT
2018-01-07,1.0,321.3,75.9,100.0,NT
2018-01-08,15.276,324.645,82.65,95.8,NT
2018-01-09,22.21714286,331.54285710000005,425.2,86.14285714,NT
2018-01-10,34.56,323.655,145.45,87.8,NT
2018-01-11,55.304,317.6366667,180.12,92.66666667,NT
2018-01-12,95.66181818,318.7469697,251.64848480000003,91.72727273,NT
2018-01-13,0.0,0.0,0.0,0.0,NT
2018-01-14,2.64,305.575,13.55,87.5,NT
2018-01-15,69.215625,335.7614583,125.0875,91.27083333,NT
2018-01-16,122.7044776,324.3283582,88.94477612,92.94029851,NT
2018-01-17,100.4476,337.347,152.43200000000004,92.2,NT
2018-01-18,38.4,313.65,67.85454545,85.36363636,NT
2018-01-19,12.33333333,323.35,75.58333333,84.5,NT
2018-01-20,12.63111111,327.0,57.66666667,91.22222222,NT
2018-01-21,48.05333333,313.1,30.89,92.13333333,NT
2018-01-22,25.5875,339.40625,91.16875,93.0625,NT
2018-01-23,42.03692308,323.4269231,58.0,89.15384615,NT
2018-01-24,5.98,314.2,18.975,87.25,NT
2018-01-25,1.43,323.2,35.2,85.0,NT
2018-01-26,0.0,0.0,0.0,0.0,NT
2018-01-27,7.98,310.6,160.6,80.0,NT
2018-01-28,2.1,304.6,11.5,85.0,NT
2018-01-29,13.72,307.7666667,67.8,95.66666667,NT
2018-01-30,0.0,0.0,0.0,0.0,NT
2018-01-31,3.0,350.5833333,183.4333333,95.0,NT
2018-02-01,2.31,312.0,13.95,79.0,NT
2018-02-02,4.55,320.45,127.55,88.0,NT
2018-02-03,0.0,0.0,0.0,0.0,NT
2018-02-04,0.0,0.0,0.0,0.0,NT
2018-02-05,23.53846154,342.6153846,139.4769231,93.46153846,NT
2018-02-06,0.0,0.0,0.0,0.0,NT
2018-02-07,0.0,0.0,0.0,0.0,NT
2018-02-08,1.43,323.8,24.7,78.0,NT
2018-02-09,3.36,320.875,71.4,89.5,NT
2018-02-10,0.0,0.0,0.0,0.0,NT
2018-02-11,5.016666667,316.8833333,43.43333333,93.0,NT
2018-02-12,21.12,341.3375,116.46875,94.1875,NT
2018-02-13,29.04,331.5977273000001,94.06818182,93.18181818,NT
2018-02-14,9.225,340.2625,77.775,95.125,NT
2018-02-15,0.0,0.0,0.0,0.0,NT
2018-02-16,2.08,334.1,114.8,86.0,NT
2018-02-17,0.0,0.0,0.0,0.0,NT
2018-02-18,9.931428571,318.87142860000006,56.68571429,91.14285714,NT
2018-02-19,26.88,328.64,354.32,89.2,NT
2018-02-20,2.0,305.75,11.85,92.5,NT
2018-02-21,0.0,0.0,0.0,0.0,NT
2018-02-22,6.72,317.825,70.925,90.0,NT
2018-02-23,8.7,316.64,71.28,88.4,NT
2018-02-24,27.62545455,309.2,89.68181818,88.54545455,NT
2018-02-25,16.94,320.1166667,53.13333333,77.83333333,NT
2018-02-26,0.0,0.0,0.0,0.0,NT
2018-02-27,16.644000000000002,339.415,168.41,92.2,NT
2018-02-28,29.1647619,319.5285714,48.87619048,93.95238095,NT
2018-03-01,50.53333333,330.7444444,133.0444444,91.27777778,NT
2018-03-02,13.5,330.625,24.83,83.8,NT
2018-03-03,13.71333333,312.7,28.86666667,92.77777778,NT
2018-03-04,33.575,313.3208333,40.45833333,87.08333333,NT
2018-03-05,12.54,322.975,91.25,87.5,NT
2018-03-06,78.792,316.6133333,97.12,92.16666667,NT
2018-03-07,33.35571429,325.5464286,52.00714286,87.21428571,NT
2018-03-08,4.0,325.1625,31.15,84.0,NT
2018-03-09,0.0,0.0,0.0,0.0,NT
2018-03-10,1.1,298.6,8.7,77.0,NT
2018-03-11,0.0,0.0,0.0,0.0,NT
2018-03-12,0.0,0.0,0.0,0.0,NT
2018-03-13,0.0,0.0,0.0,0.0,NT
2018-03-14,0.0,0.0,0.0,0.0,NT
2018-03-15,5.04,315.9,27.2,81.66666667,NT
2018-03-16,0.0,0.0,0.0,0.0,NT
2018-03-17,0.0,0.0,0.0,0.0,NT
2018-03-18,35.33454545,316.5181818,68.59090909,91.09090909,NT
2018-03-19,3.45,296.5,39.1,83.0,NT
2018-03-20,1.0,323.7,65.9,97.0,NT
2018-03-21,0.0,0.0,0.0,0.0,NT
2018-03-22,0.0,0.0,0.0,0.0,NT
2018-03-23,0.0,0.0,0.0,0.0,NT
2018-03-24,6.58,317.95,44.6,79.5,NT
2018-03-25,11.62428571,331.4357143000001,108.8571429,91.42857143,NT
2018-03-26,19.6725,316.346875,38.475,92.0,NT
2018-03-27,17.53375,335.378125,62.65,90.25,NT
2018-03-28,74.6425,330.015625,143.6625,90.84375,NT
2018-03-29,26.0775,321.48125,81.2375,82.125,NT
2018-03-30,33.15764706,323.6117647,87.28235294,92.58823529,NT
2018-03-31,25.488000000000003,318.8225,35.85,86.0,NT
2018-04-01,103.8829545,321.85,65.86136364,91.59090909,NT
2018-04-02,106.8122222,315.7444444,48.68888889,87.31481481,NT
2018-04-03,83.04412698,332.5134921,63.12380952,90.96825397,NT
2018-04-04,128.3679487,321.9647436,83.75512821,92.16666667,NT
2018-04-05,90.7902439,321.3597561,68.25365854,86.82926829,NT
2018-04-06,53.46,313.0211538000001,55.93846154,90.0,NT
2018-04-07,137.0921053,321.7407895,60.57236842,88.55263158,NT
2018-04-08,106.93,327.847,98.604,89.88,NT
2018-04-09,187.290989,323.5148352,99.04615385,88.59340659,NT
2018-04-10,32.11538462,325.3538462,106.1923077,86.53846154,NT
2018-04-11,74.15372093,323.0883721,107.1813953,89.44186047,NT
2018-04-12,50.23684211,321.1802632,45.77894737,85.81578947,NT
2018-04-13,163.0882979,327.3106383,343.9234043,90.87234043,NT
2018-04-14,29.7,323.17,58.39,87.85,NT
2018-04-15,180.1206667,316.4922222,121.9911111,86.68888889,NT
2018-04-16,393.3196698,323.5448113,80.47971698,90.24056604,NT
2018-04-17,474.20855260000013,336.0410088,168.0899123,92.98245614,NT
2018-04-18,665.5612355000002,325.0874517,145.6984556,89.95366795,NT
2018-04-19,262.92918030000004,327.8497268000001,74.45136612,89.06010929,NT
2018-04-20,550.59136,321.7746,116.2744,89.228,NT
2018-04-21,549.7688961,327.9534091,81.35097403,88.79870129999998,NT
2018-04-22,637.8134921,320.4367063,103.0678571,87.43253968,NT
2018-04-23,518.7041333000002,325.0256667,104.4113333,88.08333333,NT
2018-04-24,630.0376923,328.2903846000001,121.9296154,89.65384615,NT
2018-04-25,625.5639535,324.3524709,74.87703488,87.94186047,NT
2018-04-26,384.1793939,326.9261905,71.33463203,89.26406926,NT
2018-04-27,313.761194,317.9097015000001,54.37810945,87.68159204,NT
2018-04-28,918.2930535,330.7794501,78.95730825,90.98408104,NT
2018-04-29,489.3544118,320.1997059,121.0782353,88.33529412,NT
2018-04-30,474.8744,322.9786667,60.79566667,87.80333333,NT
2018-05-01,119.25333329999998,318.812963,75.4,88.87037037,NT
2018-05-02,500.0058358,318.5546921,47.79648094,88.07038123,NT
2018-05-03,330.7605,320.599,117.834,86.25,NT
2018-05-04,697.4882759,320.4310345,73.87506631,88.68700265,NT
2018-05-05,266.0143226,321.1309677,53.05483871,86.05161290000002,NT
2018-05-06,172.9709244,317.8588235,37.77647059,85.85714286,NT
2018-05-07,295.6792558,324.9702326000001,51.9372093,86.19534884,NT
2018-05-08,273.19875,317.9710227,88.73863636,84.54545455,NT
2018-05-09,548.0863722,323.7160883,63.10031546,86.63722397,NT
2018-05-10,452.0966443,320.8016779,98.78456376,86.25503356,NT
2018-05-11,747.3907838,320.3869359,62.81638955,86.695962,NT
2018-05-12,341.0875862,320.8979885,73.36091954,86.48850575,NT
2018-05-13,413.3841695,314.8640678000001,42.51762712,86.60338983,NT
2018-05-14,739.6581497999998,321.7153084,57.97422907,86.66299559,NT
2018-05-15,516.1318033,316.9077869,72.26680328,86.16393443,NT
